candidate,gender,party,count,transfer,total,condition,constituency_x,quota,seats,constituency_y
"Leahy, Michael",M,Irish Freedom Party,3,1.0,1334.0,Continuing,Clare,12182,4,Clare
"Loughrey, Michael",M,The Irish People,3,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Major, Amanda",F,Non-party,3,-208.0,0.0,Eliminated,Clare,12182,4,Clare
"McGettigan, Donna",F,Sinn Féin,3,27.0,7880.0,Continuing,Clare,12182,4,Clare
"McInerney, Rita",F,Fianna Fáil,3,9.0,3484.0,Continuing,Clare,12182,4,Clare
"Moroney, Matthew",M,Non-party,3,13.0,556.0,Continuing,Clare,12182,4,Clare
"Murphy, Paddy",M,Non-party,3,4.0,452.0,Continuing,Clare,12182,4,Clare
"Ní Chatháin, Caitríona",F,People Before Profit-Solidarity,3,26.0,861.0,Continuing,Clare,12182,4,Clare
"Nolan, Tom",M,Fine Gael,3,4.0,2145.0,Continuing,Clare,12182,4,Clare
"O'Donovan, Barry",M,Rabharta (Munster and Leinster),3,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Punch, Eddie",M,Independent Ireland,3,7.0,2608.0,Continuing,Clare,12182,4,Clare
"Tonge, Hilary",F,Social Democrats,3,23.0,2192.0,Continuing,Clare,12182,4,Clare
"Wynne, Violet-Anne",F,Non-party,3,12.0,328.0,Continuing,Clare,12182,4,Clare
"Carey, Leonora",F,Fine Gael,4,8.0,5277.0,Continuing,Clare,12182,4,Clare
"Cooney, Joe",M,Fine Gael,4,8.0,7588.0,Continuing,Clare,12182,4,Clare
"Crowe, Cathal",M,Fianna Fáil,4,9.0,8286.0,Continuing,Clare,12182,4,Clare
"Dillon, June",F,Aontú,4,22.0,2133.0,Continuing,Clare,12182,4,Clare
"Dooley, Timmy",M,Fianna Fáil,4,15.0,11355.0,Continuing,Clare,12182,4,Clare
"Garvey, Róisín",F,Green Party,4,18.0,3820.0,Continuing,Clare,12182,4,Clare
"Hassett, Kevin",M,Non-party,4,9.0,689.0,Continuing,Clare,12182,4,Clare
"Leahy, Michael",M,Irish Freedom Party,4,12.0,1346.0,Continuing,Clare,12182,4,Clare
"Loughrey, Michael",M,The Irish People,4,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Major, Amanda",F,Non-party,4,0.0,0.0,Eliminated,Clare,12182,4,Clare
"McGettigan, Donna",F,Sinn Féin,4,73.0,7953.0,Continuing,Clare,12182,4,Clare
"McInerney, Rita",F,Fianna Fáil,4,17.0,3501.0,Continuing,Clare,12182,4,Clare
"Moroney, Matthew",M,Non-party,4,12.0,568.0,Continuing,Clare,12182,4,Clare
"Murphy, Paddy",M,Non-party,4,12.0,464.0,Continuing,Clare,12182,4,Clare
"Ní Chatháin, Caitríona",F,People Before Profit-Solidarity,4,26.0,887.0,Continuing,Clare,12182,4,Clare
"Nolan, Tom",M,Fine Gael,4,6.0,2151.0,Continuing,Clare,12182,4,Clare
"O'Donovan, Barry",M,Rabharta (Munster and Leinster),4,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Punch, Eddie",M,Independent Ireland,4,27.0,2635.0,Continuing,Clare,12182,4,Clare
"Tonge, Hilary",F,Social Democrats,4,45.0,2237.0,Continuing,Clare,12182,4,Clare
"Wynne, Violet-Anne",F,Non-party,4,-328.0,0.0,Eliminated,Clare,12182,4,Clare
"Carey, Leonora",F,Fine Gael,5,21.0,5298.0,Continuing,Clare,12182,4,Clare
"Cooney, Joe",M,Fine Gael,5,59.0,7647.0,Continuing,Clare,12182,4,Clare
"Crowe, Cathal",M,Fianna Fáil,5,29.0,8315.0,Continuing,Clare,12182,4,Clare
"Dillon, June",F,Aontú,5,22.0,2155.0,Continuing,Clare,12182,4,Clare
"Dooley, Timmy",M,Fianna Fáil,5,57.0,11412.0,Continuing,Clare,12182,4,Clare
"Garvey, Róisín",F,Green Party,5,55.0,3875.0,Continuing,Clare,12182,4,Clare
"Hassett, Kevin",M,Non-party,5,18.0,707.0,Continuing,Clare,12182,4,Clare
"Leahy, Michael",M,Irish Freedom Party,5,20.0,1366.0,Continuing,Clare,12182,4,Clare
"Loughrey, Michael",M,The Irish People,5,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Major, Amanda",F,Non-party,5,0.0,0.0,Eliminated,Clare,12182,4,Clare
"McGettigan, Donna",F,Sinn Féin,5,26.0,7979.0,Continuing,Clare,12182,4,Clare
"McInerney, Rita",F,Fianna Fáil,5,30.0,3531.0,Continuing,Clare,12182,4,Clare
"Moroney, Matthew",M,Non-party,5,28.0,596.0,Continuing,Clare,12182,4,Clare
"Murphy, Paddy",M,Non-party,5,-464.0,0.0,Eliminated,Clare,12182,4,Clare
"Ní Chatháin, Caitríona",F,People Before Profit-Solidarity,5,7.0,894.0,Continuing,Clare,12182,4,Clare
"Nolan, Tom",M,Fine Gael,5,8.0,2159.0,Continuing,Clare,12182,4,Clare
"O'Donovan, Barry",M,Rabharta (Munster and Leinster),5,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Punch, Eddie",M,Independent Ireland,5,58.0,2693.0,Continuing,Clare,12182,4,Clare
"Tonge, Hilary",F,Social Democrats,5,13.0,2250.0,Continuing,Clare,12182,4,Clare
"Wynne, Violet-Anne",F,Non-party,5,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Carey, Leonora",F,Fine Gael,6,15.0,5313.0,Continuing,Clare,12182,4,Clare
"Cooney, Joe",M,Fine Gael,6,89.0,7736.0,Continuing,Clare,12182,4,Clare
"Crowe, Cathal",M,Fianna Fáil,6,53.0,8368.0,Continuing,Clare,12182,4,Clare
"Dillon, June",F,Aontú,6,25.0,2180.0,Continuing,Clare,12182,4,Clare
"Dooley, Timmy",M,Fianna Fáil,6,69.0,11481.0,Continuing,Clare,12182,4,Clare
"Garvey, Róisín",F,Green Party,6,7.0,3882.0,Continuing,Clare,12182,4,Clare
"Hassett, Kevin",M,Non-party,6,82.0,789.0,Continuing,Clare,12182,4,Clare
"Leahy, Michael",M,Irish Freedom Party,6,22.0,1388.0,Continuing,Clare,12182,4,Clare
"Loughrey, Michael",M,The Irish People,6,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Major, Amanda",F,Non-party,6,0.0,0.0,Eliminated,Clare,12182,4,Clare
"McGettigan, Donna",F,Sinn Féin,6,71.0,8050.0,Continuing,Clare,12182,4,Clare
"McInerney, Rita",F,Fianna Fáil,6,17.0,3548.0,Continuing,Clare,12182,4,Clare
"Moroney, Matthew",M,Non-party,6,-596.0,0.0,Eliminated,Clare,12182,4,Clare
"Murphy, Paddy",M,Non-party,6,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Ní Chatháin, Caitríona",F,People Before Profit-Solidarity,6,13.0,907.0,Continuing,Clare,12182,4,Clare
"Nolan, Tom",M,Fine Gael,6,10.0,2169.0,Continuing,Clare,12182,4,Clare
"O'Donovan, Barry",M,Rabharta (Munster and Leinster),6,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Punch, Eddie",M,Independent Ireland,6,75.0,2768.0,Continuing,Clare,12182,4,Clare
"Tonge, Hilary",F,Social Democrats,6,18.0,2268.0,Continuing,Clare,12182,4,Clare
"Wynne, Violet-Anne",F,Non-party,6,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Carey, Leonora",F,Fine Gael,7,15.0,5328.0,Continuing,Clare,12182,4,Clare
"Cooney, Joe",M,Fine Gael,7,36.0,7772.0,Continuing,Clare,12182,4,Clare
"Crowe, Cathal",M,Fianna Fáil,7,36.0,8404.0,Continuing,Clare,12182,4,Clare
"Dillon, June",F,Aontú,7,65.0,2245.0,Continuing,Clare,12182,4,Clare
"Dooley, Timmy",M,Fianna Fáil,7,47.0,11528.0,Continuing,Clare,12182,4,Clare
"Garvey, Róisín",F,Green Party,7,13.0,3895.0,Continuing,Clare,12182,4,Clare
"Hassett, Kevin",M,Non-party,7,-789.0,0.0,Eliminated,Clare,12182,4,Clare
"Leahy, Michael",M,Irish Freedom Party,7,73.0,1461.0,Continuing,Clare,12182,4,Clare
"Loughrey, Michael",M,The Irish People,7,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Major, Amanda",F,Non-party,7,0.0,0.0,Eliminated,Clare,12182,4,Clare
"McGettigan, Donna",F,Sinn Féin,7,50.0,8100.0,Continuing,Clare,12182,4,Clare
"McInerney, Rita",F,Fianna Fáil,7,136.0,3684.0,Continuing,Clare,12182,4,Clare
"Moroney, Matthew",M,Non-party,7,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Murphy, Paddy",M,Non-party,7,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Ní Chatháin, Caitríona",F,People Before Profit-Solidarity,7,17.0,924.0,Continuing,Clare,12182,4,Clare
"Nolan, Tom",M,Fine Gael,7,70.0,2239.0,Continuing,Clare,12182,4,Clare
"O'Donovan, Barry",M,Rabharta (Munster and Leinster),7,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Punch, Eddie",M,Independent Ireland,7,131.0,2899.0,Continuing,Clare,12182,4,Clare
"Tonge, Hilary",F,Social Democrats,7,15.0,2283.0,Continuing,Clare,12182,4,Clare
"Wynne, Violet-Anne",F,Non-party,7,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Carey, Leonora",F,Fine Gael,8,16.0,5344.0,Continuing,Clare,12182,4,Clare
"Cooney, Joe",M,Fine Gael,8,11.0,7783.0,Continuing,Clare,12182,4,Clare
"Crowe, Cathal",M,Fianna Fáil,8,22.0,8426.0,Continuing,Clare,12182,4,Clare
"Dillon, June",F,Aontú,8,39.0,2284.0,Continuing,Clare,12182,4,Clare
"Dooley, Timmy",M,Fianna Fáil,8,14.0,11542.0,Continuing,Clare,12182,4,Clare
"Garvey, Róisín",F,Green Party,8,105.0,4000.0,Continuing,Clare,12182,4,Clare
"Hassett, Kevin",M,Non-party,8,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Leahy, Michael",M,Irish Freedom Party,8,11.0,1472.0,Continuing,Clare,12182,4,Clare
"Loughrey, Michael",M,The Irish People,8,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Major, Amanda",F,Non-party,8,0.0,0.0,Eliminated,Clare,12182,4,Clare
"McGettigan, Donna",F,Sinn Féin,8,242.0,8342.0,Continuing,Clare,12182,4,Clare
"McInerney, Rita",F,Fianna Fáil,8,10.0,3694.0,Continuing,Clare,12182,4,Clare
"Moroney, Matthew",M,Non-party,8,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Murphy, Paddy",M,Non-party,8,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Ní Chatháin, Caitríona",F,People Before Profit-Solidarity,8,-924.0,0.0,Eliminated,Clare,12182,4,Clare
"Nolan, Tom",M,Fine Gael,8,8.0,2247.0,Continuing,Clare,12182,4,Clare
"O'Donovan, Barry",M,Rabharta (Munster and Leinster),8,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Punch, Eddie",M,Independent Ireland,8,44.0,2943.0,Continuing,Clare,12182,4,Clare
"Tonge, Hilary",F,Social Democrats,8,367.0,2650.0,Continuing,Clare,12182,4,Clare
"Wynne, Violet-Anne",F,Non-party,8,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Carey, Leonora",F,Fine Gael,9,24.0,5368.0,Continuing,Clare,12182,4,Clare
"Cooney, Joe",M,Fine Gael,9,31.0,7814.0,Continuing,Clare,12182,4,Clare
"Crowe, Cathal",M,Fianna Fáil,9,31.0,8457.0,Continuing,Clare,12182,4,Clare
"Dillon, June",F,Aontú,9,365.0,2649.0,Continuing,Clare,12182,4,Clare
"Dooley, Timmy",M,Fianna Fáil,9,47.0,11589.0,Continuing,Clare,12182,4,Clare
"Garvey, Róisín",F,Green Party,9,29.0,4029.0,Continuing,Clare,12182,4,Clare
"Hassett, Kevin",M,Non-party,9,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Leahy, Michael",M,Irish Freedom Party,9,-1472.0,0.0,Eliminated,Clare,12182,4,Clare
"Loughrey, Michael",M,The Irish People,9,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Major, Amanda",F,Non-party,9,0.0,0.0,Eliminated,Clare,12182,4,Clare
"McGettigan, Donna",F,Sinn Féin,9,135.0,8477.0,Continuing,Clare,12182,4,Clare
"McInerney, Rita",F,Fianna Fáil,9,26.0,3720.0,Continuing,Clare,12182,4,Clare
"Moroney, Matthew",M,Non-party,9,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Murphy, Paddy",M,Non-party,9,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Ní Chatháin, Caitríona",F,People Before Profit-Solidarity,9,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Nolan, Tom",M,Fine Gael,9,22.0,2269.0,Continuing,Clare,12182,4,Clare
"O'Donovan, Barry",M,Rabharta (Munster and Leinster),9,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Punch, Eddie",M,Independent Ireland,9,559.0,3502.0,Continuing,Clare,12182,4,Clare
"Tonge, Hilary",F,Social Democrats,9,30.0,2680.0,Continuing,Clare,12182,4,Clare
"Wynne, Violet-Anne",F,Non-party,9,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Carey, Leonora",F,Fine Gael,10,492.0,5860.0,Continuing,Clare,12182,4,Clare
"Cooney, Joe",M,Fine Gael,10,341.0,8155.0,Continuing,Clare,12182,4,Clare
"Crowe, Cathal",M,Fianna Fáil,10,192.0,8649.0,Continuing,Clare,12182,4,Clare
"Dillon, June",F,Aontú,10,84.0,2733.0,Continuing,Clare,12182,4,Clare
"Dooley, Timmy",M,Fianna Fáil,10,212.0,11801.0,Continuing,Clare,12182,4,Clare
"Garvey, Róisín",F,Green Party,10,109.0,4138.0,Continuing,Clare,12182,4,Clare
"Hassett, Kevin",M,Non-party,10,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Leahy, Michael",M,Irish Freedom Party,10,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Loughrey, Michael",M,The Irish People,10,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Major, Amanda",F,Non-party,10,0.0,0.0,Eliminated,Clare,12182,4,Clare
"McGettigan, Donna",F,Sinn Féin,10,54.0,8531.0,Continuing,Clare,12182,4,Clare
"McInerney, Rita",F,Fianna Fáil,10,575.0,4295.0,Continuing,Clare,12182,4,Clare
"Moroney, Matthew",M,Non-party,10,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Murphy, Paddy",M,Non-party,10,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Ní Chatháin, Caitríona",F,People Before Profit-Solidarity,10,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Nolan, Tom",M,Fine Gael,10,-2269.0,0.0,Eliminated,Clare,12182,4,Clare
"O'Donovan, Barry",M,Rabharta (Munster and Leinster),10,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Punch, Eddie",M,Independent Ireland,10,105.0,3607.0,Continuing,Clare,12182,4,Clare
"Tonge, Hilary",F,Social Democrats,10,43.0,2723.0,Continuing,Clare,12182,4,Clare
"Wynne, Violet-Anne",F,Non-party,10,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Carey, Leonora",F,Fine Gael,11,131.0,5991.0,Continuing,Clare,12182,4,Clare
"Cooney, Joe",M,Fine Gael,11,112.0,8267.0,Continuing,Clare,12182,4,Clare
"Crowe, Cathal",M,Fianna Fáil,11,158.0,8807.0,Continuing,Clare,12182,4,Clare
"Dillon, June",F,Aontú,11,124.0,2857.0,Continuing,Clare,12182,4,Clare
"Dooley, Timmy",M,Fianna Fáil,11,111.0,11912.0,Continuing,Clare,12182,4,Clare
"Garvey, Róisín",F,Green Party,11,808.0,4946.0,Continuing,Clare,12182,4,Clare
"Hassett, Kevin",M,Non-party,11,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Leahy, Michael",M,Irish Freedom Party,11,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Loughrey, Michael",M,The Irish People,11,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Major, Amanda",F,Non-party,11,0.0,0.0,Eliminated,Clare,12182,4,Clare
"McGettigan, Donna",F,Sinn Féin,11,840.0,9371.0,Continuing,Clare,12182,4,Clare
"McInerney, Rita",F,Fianna Fáil,11,73.0,4368.0,Continuing,Clare,12182,4,Clare
"Moroney, Matthew",M,Non-party,11,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Murphy, Paddy",M,Non-party,11,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Ní Chatháin, Caitríona",F,People Before Profit-Solidarity,11,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Nolan, Tom",M,Fine Gael,11,0.0,0.0,Eliminated,Clare,12182,4,Clare
"O'Donovan, Barry",M,Rabharta (Munster and Leinster),11,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Punch, Eddie",M,Independent Ireland,11,169.0,3776.0,Continuing,Clare,12182,4,Clare
"Tonge, Hilary",F,Social Democrats,11,-2723.0,0.0,Eliminated,Clare,12182,4,Clare
"Wynne, Violet-Anne",F,Non-party,11,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Carey, Leonora",F,Fine Gael,12,102.0,6093.0,Continuing,Clare,12182,4,Clare
"Cooney, Joe",M,Fine Gael,12,125.0,8392.0,Continuing,Clare,12182,4,Clare
"Crowe, Cathal",M,Fianna Fáil,12,289.0,9096.0,Continuing,Clare,12182,4,Clare
"Dillon, June",F,Aontú,12,-2857.0,0.0,Eliminated,Clare,12182,4,Clare
"Dooley, Timmy",M,Fianna Fáil,12,167.0,12079.0,Continuing,Clare,12182,4,Clare
"Garvey, Róisín",F,Green Party,12,179.0,5125.0,Continuing,Clare,12182,4,Clare
"Hassett, Kevin",M,Non-party,12,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Leahy, Michael",M,Irish Freedom Party,12,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Loughrey, Michael",M,The Irish People,12,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Major, Amanda",F,Non-party,12,0.0,0.0,Eliminated,Clare,12182,4,Clare
"McGettigan, Donna",F,Sinn Féin,12,413.0,9784.0,Continuing,Clare,12182,4,Clare
"McInerney, Rita",F,Fianna Fáil,12,224.0,4592.0,Continuing,Clare,12182,4,Clare
"Moroney, Matthew",M,Non-party,12,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Murphy, Paddy",M,Non-party,12,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Ní Chatháin, Caitríona",F,People Before Profit-Solidarity,12,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Nolan, Tom",M,Fine Gael,12,0.0,0.0,Eliminated,Clare,12182,4,Clare
"O'Donovan, Barry",M,Rabharta (Munster and Leinster),12,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Punch, Eddie",M,Independent Ireland,12,895.0,4671.0,Continuing,Clare,12182,4,Clare
"Tonge, Hilary",F,Social Democrats,12,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Wynne, Violet-Anne",F,Non-party,12,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Carey, Leonora",F,Fine Gael,13,334.0,6427.0,Continuing,Clare,12182,4,Clare
"Cooney, Joe",M,Fine Gael,13,375.0,8767.0,Continuing,Clare,12182,4,Clare
"Crowe, Cathal",M,Fianna Fáil,13,0.0,10470.0,Continuing,Clare,12182,4,Clare
"Dillon, June",F,Aontú,13,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Dooley, Timmy",M,Fianna Fáil,13,0.0,13566.0,Elected,Clare,12182,4,Clare
"Garvey, Róisín",F,Green Party,13,300.0,5425.0,Continuing,Clare,12182,4,Clare
"Hassett, Kevin",M,Non-party,13,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Leahy, Michael",M,Irish Freedom Party,13,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Loughrey, Michael",M,The Irish People,13,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Major, Amanda",F,Non-party,13,0.0,0.0,Eliminated,Clare,12182,4,Clare
"McGettigan, Donna",F,Sinn Féin,13,187.0,9971.0,Continuing,Clare,12182,4,Clare
"McInerney, Rita",F,Fianna Fáil,13,-4592.0,0.0,Eliminated,Clare,12182,4,Clare
"Moroney, Matthew",M,Non-party,13,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Murphy, Paddy",M,Non-party,13,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Ní Chatháin, Caitríona",F,People Before Profit-Solidarity,13,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Nolan, Tom",M,Fine Gael,13,0.0,0.0,Eliminated,Clare,12182,4,Clare
"O'Donovan, Barry",M,Rabharta (Munster and Leinster),13,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Punch, Eddie",M,Independent Ireland,13,251.0,4922.0,Continuing,Clare,12182,4,Clare
"Tonge, Hilary",F,Social Democrats,13,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Wynne, Violet-Anne",F,Non-party,13,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Carey, Leonora",F,Fine Gael,14,111.0,6538.0,Continuing,Clare,12182,4,Clare
"Cooney, Joe",M,Fine Gael,14,92.0,8859.0,Continuing,Clare,12182,4,Clare
"Crowe, Cathal",M,Fianna Fáil,14,954.0,11424.0,Continuing,Clare,12182,4,Clare
"Dillon, June",F,Aontú,14,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Dooley, Timmy",M,Fianna Fáil,14,-1384.0,12182.0,Elected,Clare,12182,4,Clare
"Garvey, Róisín",F,Green Party,14,75.0,5500.0,Continuing,Clare,12182,4,Clare
"Hassett, Kevin",M,Non-party,14,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Leahy, Michael",M,Irish Freedom Party,14,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Loughrey, Michael",M,The Irish People,14,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Major, Amanda",F,Non-party,14,0.0,0.0,Eliminated,Clare,12182,4,Clare
"McGettigan, Donna",F,Sinn Féin,14,22.0,9993.0,Continuing,Clare,12182,4,Clare
"McInerney, Rita",F,Fianna Fáil,14,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Moroney, Matthew",M,Non-party,14,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Murphy, Paddy",M,Non-party,14,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Ní Chatháin, Caitríona",F,People Before Profit-Solidarity,14,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Nolan, Tom",M,Fine Gael,14,0.0,0.0,Eliminated,Clare,12182,4,Clare
"O'Donovan, Barry",M,Rabharta (Munster and Leinster),14,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Punch, Eddie",M,Independent Ireland,14,56.0,4978.0,Continuing,Clare,12182,4,Clare
"Tonge, Hilary",F,Social Democrats,14,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Wynne, Violet-Anne",F,Non-party,14,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Carey, Leonora",F,Fine Gael,15,332.0,6870.0,Continuing,Clare,12182,4,Clare
"Cooney, Joe",M,Fine Gael,15,821.0,9680.0,Continuing,Clare,12182,4,Clare
"Crowe, Cathal",M,Fianna Fáil,15,920.0,12344.0,Elected,Clare,12182,4,Clare
"Dillon, June",F,Aontú,15,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Dooley, Timmy",M,Fianna Fáil,15,0.0,12182.0,Elected,Clare,12182,4,Clare
"Garvey, Róisín",F,Green Party,15,325.0,5825.0,Continuing,Clare,12182,4,Clare
"Hassett, Kevin",M,Non-party,15,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Leahy, Michael",M,Irish Freedom Party,15,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Loughrey, Michael",M,The Irish People,15,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Major, Amanda",F,Non-party,15,0.0,0.0,Eliminated,Clare,12182,4,Clare
"McGettigan, Donna",F,Sinn Féin,15,810.0,10803.0,Continuing,Clare,12182,4,Clare
"McInerney, Rita",F,Fianna Fáil,15,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Moroney, Matthew",M,Non-party,15,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Murphy, Paddy",M,Non-party,15,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Ní Chatháin, Caitríona",F,People Before Profit-Solidarity,15,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Nolan, Tom",M,Fine Gael,15,0.0,0.0,Eliminated,Clare,12182,4,Clare
"O'Donovan, Barry",M,Rabharta (Munster and Leinster),15,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Punch, Eddie",M,Independent Ireland,15,-4978.0,0.0,Eliminated,Clare,12182,4,Clare
"Tonge, Hilary",F,Social Democrats,15,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Wynne, Violet-Anne",F,Non-party,15,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Carey, Leonora",F,Fine Gael,16,0.0,8462.0,Continuing,Clare,12182,4,Clare
"Cooney, Joe",M,Fine Gael,16,0.0,10790.0,Elected,Clare,12182,4,Clare
"Crowe, Cathal",M,Fianna Fáil,16,0.0,12344.0,Elected,Clare,12182,4,Clare
"Dillon, June",F,Aontú,16,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Dooley, Timmy",M,Fianna Fáil,16,0.0,12182.0,Elected,Clare,12182,4,Clare
"Garvey, Róisín",F,Green Party,16,-5825.0,0.0,Eliminated,Clare,12182,4,Clare
"Hassett, Kevin",M,Non-party,16,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Leahy, Michael",M,Irish Freedom Party,16,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Loughrey, Michael",M,The Irish People,16,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Major, Amanda",F,Non-party,16,0.0,0.0,Eliminated,Clare,12182,4,Clare
"McGettigan, Donna",F,Sinn Féin,16,0.0,12036.0,Elected,Clare,12182,4,Clare
"McInerney, Rita",F,Fianna Fáil,16,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Moroney, Matthew",M,Non-party,16,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Murphy, Paddy",M,Non-party,16,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Ní Chatháin, Caitríona",F,People Before Profit-Solidarity,16,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Nolan, Tom",M,Fine Gael,16,0.0,0.0,Eliminated,Clare,12182,4,Clare
"O'Donovan, Barry",M,Rabharta (Munster and Leinster),16,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Punch, Eddie",M,Independent Ireland,16,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Tonge, Hilary",F,Social Democrats,16,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Wynne, Violet-Anne",F,Non-party,16,0.0,0.0,Eliminated,Clare,12182,4,Clare
"Ahern, Ciaran",M,Labour Party,1,0.0,5788.0,Continuing,Dublin South-West,11138,5,Dublin South-West
"Barnes, Sarah",F,Fine Gael,1,0.0,4286.0,Continuing,Dublin South-West,11138,5,Dublin South-West
"Brophy, Colm",M,Fine Gael,1,0.0,8498.0,Continuing,Dublin South-West,11138,5,Dublin South-West
"Costello, Teresa",F,Fianna Fáil,1,0.0,4747.0,Continuing,Dublin South-West,11138,5,Dublin South-West
"Crowe, Seán",M,Sinn Féin,1,0.0,9869.0,Continuing,Dublin South-West,11138,5,Dublin South-West
"Duffy, Francis Noel",M,Green Party,1,0.0,1931.0,Continuing,Dublin South-West,11138,5,Dublin South-West
"Edge, Alan",M,Non-party,1,0.0,3649.0,Continuing,Dublin South-West,11138,5,Dublin South-West
"Hade, Niall",M,Non-party,1,0.0,129.0,Continuing,Dublin South-West,11138,5,Dublin South-West
